league,year,date,game,patch,side,t1,t2,top_t1,jung_t1,mid_t1,adc_t1,sup_t1,top_t2,jung_t2,mid_t2,adc_t2,sup_t2,kills_t2,market_name,selection_line,bet_line,bet_value,bet_type,event_id,bet_status,house_odds,home_score,away_score,actual_value,gamelength,total_kills,result_t1,matched_map,matching_score
LCK,2025,2025-08-05 05:00:00,DN Freecs Challengers vs Hanwha Life Esports Challengers,15.15,Blue,DN Freecs Challengers,Hanwha Life Esports Challengers,Rumble,Jarvan IV,Azir,Jhin,Poppy,Sion,Wukong,Annie,Kai'Sa,Alistar,4,Map 1 - Totals,Over Total Kills,over,30.5,kills,1d50205298932ffed7a2,lost,1.83,0,0,22.0,28.33,22,1,1,HIGH
LCK,2025,2025-08-05 05:00:00,DN Freecs Challengers vs Hanwha Life Esports Challengers,15.15,Blue,DN Freecs Challengers,Hanwha Life Esports Challengers,Ambessa,Lee Sin,Taliyah,Xayah,Rakan,Renekton,Xin Zhao,Ahri,Sivir,Bard,2,Map 2 - Totals,Over Total Kills,over,30.5,kills,1d50205298932ffed7a2,lost,1.83,0,0,27.0,27.55,27,1,2,HIGH
LPL,2025,2025-08-05 08:00:00,Top Esports vs Anyone's Legend,15.15,Blue,Top Esports,Anyone's Legend,Gwen,Skarner,Azir,Xayah,Rakan,Rumble,Pantheon,Annie,Yunara,Rell,15,Map 1 - Totals,Under Total Kills,under,30.5,kills,c6d4cb6ccdef0f97cb67,lost,1.83,0,0,34.0,34.32,34,1,1,HIGH
LPL,2025,2025-08-05 08:00:00,Top Esports vs Anyone's Legend,15.15,Blue,Top Esports,Anyone's Legend,Sion,Wukong,Orianna,Kai'Sa,Nautilus,Cho'Gath,Xin Zhao,Viktor,Sivir,Alistar,5,Map 2 - Totals,Under Total Kills,under,30.5,kills,c6d4cb6ccdef0f97cb67,lost,1.83,0,0,32.0,28.57,32,1,2,HIGH
LVP SL,2025,2025-08-05 15:00:00,Los Heretics vs UCAM Esports,15.15,Blue,Los Heretics,UCAM Esports,Aurora,Xin Zhao,Azir,Jhin,Nautilus,Rumble,Wukong,Syndra,Ezreal,Leona,10,Map 1 - Totals,Under Total Kills,under,27.5,kills,a70921008a53781a655b,lost,1.83,0,0,30.0,28.62,30,1,1,HIGH
CD,2025,2025-08-05 17:00:00,e-Champ Gaming vs KaBuM! Ilha das Lendas,15.15,Blue,e-Champ Gaming,KaBuM! Ilha das Lendas,Gwen,Jarvan IV,Azir,Sivir,Poppy,Jax,Sejuani,Yone,Ziggs,Leona,19,Map 1 - Totals,Over Total Kills,over,31.5,kills,c7989216ff005800b680,lost,1.83,0,0,28.0,29.5,28,0,1,HIGH
CD,2025,2025-08-05 21:00:00,Rise Gaming vs Stellae Gaming,15.15,Blue,Rise Gaming,Stellae Gaming,Ornn,Naafiri,Taliyah,Lucian,Nautilus,Rumble,Trundle,Ahri,Kai'Sa,Pyke,14,Map 1 - Totals,Under Total Kills,under,31.5,kills,b747bb0fec2c86210db1,won,1.83,0,0,28.0,47.08,28,1,1,HIGH
LCK,2025,2025-08-06 05:00:00,Hanwha Life Esports vs Nongshim RedForce,15.15,Blue,Hanwha Life Esports,Nongshim RedForce,Rumble,Wukong,Orianna,Xayah,Rakan,Gwen,Xin Zhao,Annie,Yunara,Lulu,10,Map 1 - Totals,Over Total Kills,over,29.5,kills,3dc0aa6ca6777f851771,won,1.83,0,0,32.0,29.05,32,1,1,HIGH
LCK,2025,2025-08-06 05:00:00,Hanwha Life Esports vs Nongshim RedForce,15.15,Blue,Hanwha Life Esports,Nongshim RedForce,Jayce,Nocturne,Ryze,Sivir,Shen,K'Sante,Jarvan IV,Taliyah,Kai'Sa,Neeko,18,Map 2 - Totals,Over Total Kills,over,29.5,kills,3dc0aa6ca6777f851771,won,1.83,0,0,35.0,38.22,35,0,2,HIGH
LPL,2025,2025-08-06 06:00:00,Bilibili Gaming vs JD Gaming,15.15,Blue,Bilibili Gaming,JD Gaming,Ornn,Trundle,Galio,Corki,Rell,Rumble,Wukong,Taliyah,Yunara,Renata Glasc,15,Map 1 - Totals,Under Total Kills,under,30.5,kills,270ccbe98dcb4ed8059f,won,1.83,0,0,24.0,40.03,24,0,1,HIGH
LPL,2025,2025-08-06 06:00:00,Bilibili Gaming vs JD Gaming,15.15,Blue,Bilibili Gaming,JD Gaming,Renekton,Sejuani,Azir,Kai'Sa,Neeko,K'Sante,Skarner,Ziggs,Xayah,Rakan,5,Map 2 - Totals,Under Total Kills,under,30.5,kills,270ccbe98dcb4ed8059f,won,1.83,0,0,24.0,27.43,24,1,2,HIGH
RL,2025,2025-08-06 15:00:00,Zero Tenacity vs Back2TheGame,15.15,Blue,Zero Tenacity,Back2TheGame,Ornn,Trundle,Viktor,Yunara,Karma,Yone,Wukong,Orianna,Kai'Sa,Rakan,6,Map 1 - Totals,Under Total Kills,under,34.5,kills,9df4a76e92a47de5d64c,won,1.83,0,0,29.0,29.05,29,1,1,HIGH
RL,2025,2025-08-06 15:00:00,Zero Tenacity vs Back2TheGame,15.15,Blue,Zero Tenacity,Back2TheGame,Gwen,Vi,Annie,Sivir,Alistar,Jax,Sejuani,Aurora,Ezreal,Leona,24,Map 2 - Totals,Under Total Kills,under,34.5,kills,9df4a76e92a47de5d64c,won,1.83,0,0,34.0,34.62,34,0,2,HIGH
LFL,2025,2025-08-06 16:00:00,Joblife vs Ici Japon Corp. Esport,15.15,Blue,Joblife,Ici Japon Corp. Esport,K'Sante,Xin Zhao,Orianna,Ezreal,Nautilus,Rumble,Wukong,Viktor,Kai'Sa,Rell,13,Map 1 - Totals,Under Total Kills,under,31.5,kills,457aabbd76c58f9c37ec,won,1.83,0,0,21.0,29.7,21,0,1,HIGH
LFL,2025,2025-08-06 16:00:00,Joblife vs Ici Japon Corp. Esport,15.15,Blue,Joblife,Ici Japon Corp. Esport,Sion,Nocturne,Taliyah,Xayah,Rakan,Aatrox,Trundle,Annie,Corki,Bard,16,Map 2 - Totals,Under Total Kills,under,31.5,kills,457aabbd76c58f9c37ec,lost,1.83,0,0,34.0,35.83,34,1,2,HIGH
NACL,2025,2025-08-06 18:00:00,Dorado Gaming vs Blue Otter,15.15,Blue,Dorado Gaming,Blue Otter,Rumble,Xin Zhao,Taliyah,Corki,Rakan,Aurora,Jarvan IV,Ziggs,Kai'Sa,Alistar,21,Map 1 - Totals,Under Total Kills,under,30.5,kills,8aa53030b4056be2867c,lost,1.83,0,0,36.0,40.35,36,0,1,HIGH
NACL,2025,2025-08-06 20:00:00,Conviction vs CCG Esports,15.15,Blue,Conviction,CCG Esports,Gwen,Pantheon,Taliyah,Vayne,Braum,K'Sante,Trundle,Syndra,Kai'Sa,Neeko,9,Map 1 - Totals,Under Total Kills,under,33.5,kills,0c7e9fe46d06762dc996,won,1.83,0,0,33.0,27.73,33,1,1,HIGH
NACL,2025,2025-08-06 22:00:00,Winthrop University vs Luminosity Gaming,15.15,Blue,Winthrop University,Luminosity Gaming,Gnar,Wukong,Galio,Lucian,Milio,Sion,Vi,Ahri,Kai'Sa,Neeko,20,Map 1 - Totals,Under Total Kills,under,32.5,kills,4175273d2a39cb7884a2,lost,1.83,0,0,33.0,37.37,33,0,1,HIGH
LCK,2025,2025-08-07 07:00:00,Gen.G vs T1,15.15,Blue,Gen.G,T1,Gwen,Wukong,Annie,Sivir,Rell,Aurora,Trundle,Ryze,Jhin,Bard,19,Map 1 - Totals,Under Total Kills,under,30.5,kills,6373051b4ab7416bbec8,won,1.83,0,0,21.0,31.78,21,0,1,HIGH
LCK,2025,2025-08-07 07:00:00,Gen.G vs T1,15.15,Blue,Gen.G,T1,Ambessa,Xin Zhao,Galio,Yunara,Rakan,Rumble,Jarvan IV,Orianna,Lucian,Nami,9,Map 2 - Totals,Under Total Kills,under,30.5,kills,6373051b4ab7416bbec8,lost,1.83,0,0,32.0,30.15,32,1,2,HIGH
LVP SL,2025,2025-08-07 13:00:00,UCAM Esports vs LUA Gaming,15.15,Blue,UCAM Esports,LUA Gaming,Gnar,Maokai,Azir,Corki,Rell,Sion,Trundle,Syndra,Jhin,Alistar,7,Map 1 - Totals,Under Total Kills,under,32.5,kills,1f7b3a8d8c51f286da03,won,1.83,0,0,27.0,28.58,27,1,1,HIGH
LVP SL,2025,2025-08-07 13:00:00,UCAM Esports vs LUA Gaming,15.15,Blue,UCAM Esports,LUA Gaming,Ornn,Xin Zhao,Taliyah,Ezreal,Rakan,Renekton,Sejuani,Yone,Varus,Leona,11,Map 2 - Totals,Under Total Kills,under,32.5,kills,1f7b3a8d8c51f286da03,lost,1.83,0,0,40.0,31.05,40,1,2,HIGH
LFL,2025,2025-08-07 13:00:00,Solary vs Ici Japon Corp. Esport,15.15,Blue,Solary,Ici Japon Corp. Esport,Rumble,Xin Zhao,Orianna,Lucian,Braum,Galio,Wukong,Azir,Yunara,Rakan,19,Map 1 - Totals,Under Total Kills,under,33.5,kills,acea9b05c68712c6f2f2,won,1.83,0,0,22.0,29.95,22,0,1,HIGH
LFL,2025,2025-08-07 13:00:00,Solary vs Ici Japon Corp. Esport,15.15,Blue,Solary,Ici Japon Corp. Esport,Sion,Trundle,Viktor,Miss Fortune,Nautilus,Aatrox,Maokai,Corki,Kai'Sa,Leona,17,Map 2 - Totals,Under Total Kills,under,33.5,kills,acea9b05c68712c6f2f2,won,1.83,0,0,26.0,32.82,26,0,2,HIGH
ROL,2025,2025-08-07 14:00:00,Once Upon A Team vs A One Man Army,15.15,Blue,Once Upon A Team,A One Man Army,Gwen,Wukong,Azir,Ashe,Milio,Sett,Trundle,Ekko,Yunara,Rakan,16,Map 1 - Totals,Under Total Kills,under,31.5,kills,05b11bc0adeb4b4afa8b,won,1.83,0,0,19.0,31.37,19,0,1,HIGH
ROL,2025,2025-08-07 14:00:00,Once Upon A Team vs A One Man Army,15.15,Blue,Once Upon A Team,A One Man Army,K'Sante,Maokai,Yone,Miss Fortune,Poppy,Swain,Jarvan IV,Orianna,Smolder,Rell,1,Map 2 - Totals,Under Total Kills,under,31.5,kills,05b11bc0adeb4b4afa8b,won,1.83,0,0,20.0,28.33,20,1,2,HIGH
LFL,2025,2025-08-07 16:00:00,Karmine Corp Blue vs Gentle Mates,15.15,Blue,Karmine Corp Blue,Gentle Mates,Gwen,Trundle,Azir,Senna,Alistar,Aurora,Wukong,Taliyah,Jhin,Bard,7,Map 1 - Totals,Under Total Kills,under,30.5,kills,8c6c883f3436a5147091,won,1.83,0,0,25.0,34.38,25,1,1,HIGH
LFL,2025,2025-08-07 16:00:00,Karmine Corp Blue vs Gentle Mates,15.15,Blue,Karmine Corp Blue,Gentle Mates,Rumble,Xin Zhao,Galio,Yunara,Rell,K'Sante,Nocturne,Orianna,Kai'Sa,Rakan,12,Map 2 - Totals,Under Total Kills,under,30.5,kills,8c6c883f3436a5147091,lost,1.83,0,0,32.0,34.37,32,1,2,HIGH
LFL,2025,2025-08-07 16:00:00,Galions vs GameWard,15.15,Blue,Galions,GameWard,Gwen,Pantheon,Ryze,Miss Fortune,Bard,Gragas,Xin Zhao,Taliyah,Yunara,Lulu,12,Map 1 - Totals,Under Total Kills,under,32.5,kills,d41f0f0c371f4d7195ee,won,1.83,0,0,20.0,43.12,20,0,1,HIGH
LFL,2025,2025-08-07 16:00:00,Galions vs GameWard,15.15,Blue,Galions,GameWard,Aatrox,Wukong,Azir,Senna,Leona,Yorick,Sejuani,Aurelion Sol,Lucian,Nautilus,5,Map 2 - Totals,Under Total Kills,under,32.5,kills,d41f0f0c371f4d7195ee,won,1.83,0,0,23.0,30.6,23,1,2,HIGH
TCL,2025,2025-08-08 12:30:00,Bushido Wildcats vs The Forbidden Five,15.15,Blue,Bushido Wildcats,The Forbidden Five,Ambessa,Trundle,Aurelion Sol,Kai'Sa,Leona,Jayce,Wukong,Orianna,Yunara,Rakan,26,Map 1 - Totals,Over Total Kills,over,28.5,kills,8afbd11d7f5f08a1de45,won,1.83,0,0,31.0,23.63,31,0,1,HIGH
NACL,2025,2025-08-08 21:00:00,Conviction vs Supernova,15.15,Blue,Conviction,Supernova,Jax,Maokai,Cassiopeia,Riven,Rakan,Jayce,Trundle,Ryze,Corki,Rell,0,Map 1 - Totals,Under Total Kills,under,33.5,kills,01e0ef41aaa124f90972,won,1.83,0,0,25.0,28.38,25,1,1,HIGH
LCP,2025,2025-08-09 06:30:00,MGN Vikings Esports vs Chiefs Esports Club,15.15,Blue,MGN Vikings Esports,Chiefs Esports Club,Jax,Xin Zhao,Taliyah,Yunara,Braum,Ambessa,Wukong,Annie,Lucian,Alistar,13,Map 1 - Totals,Under Total Kills,under,26.5,kills,3a1259fe606c541e7844,won,1.83,0,0,16.0,27.97,16,0,1,HIGH
LCP,2025,2025-08-09 06:30:00,MGN Vikings Esports vs Chiefs Esports Club,15.15,Blue,MGN Vikings Esports,Chiefs Esports Club,K'Sante,Maokai,Yone,Kai'Sa,Neeko,Udyr,Jarvan IV,Aurora,Ezreal,Karma,2,Map 2 - Totals,Under Total Kills,under,26.5,kills,3a1259fe606c541e7844,won,1.83,0,0,17.0,30.82,17,1,2,HIGH
LCP,2025,2025-08-10 06:30:00,Fukuoka SoftBank HAWKS gaming vs DetonatioN FocusMe,15.15,Blue,Fukuoka SoftBank HAWKS gaming,DetonatioN FocusMe,Sion,Xin Zhao,Azir,Senna,Alistar,K'Sante,Wukong,Taliyah,Yunara,Nautilus,18,Map 1 - Totals,Under Total Kills,under,25.5,kills,0ea927105a0effdc6e2d,won,1.83,0,0,25.0,26.98,25,0,1,HIGH
LCP,2025,2025-08-10 06:30:00,Fukuoka SoftBank HAWKS gaming vs DetonatioN FocusMe,15.15,Blue,Fukuoka SoftBank HAWKS gaming,DetonatioN FocusMe,Rumble,Nocturne,Orianna,Corki,Galio,Ornn,Vi,Aurora,Lucian,Braum,10,Map 2 - Totals,Under Total Kills,under,25.5,kills,0ea927105a0effdc6e2d,lost,1.83,0,0,31.0,27.38,31,1,2,HIGH
LCP,2025,2025-08-10 09:00:00,CTBC Flying Oyster vs Team Secret Whales,15.15,Blue,CTBC Flying Oyster,Team Secret Whales,Aurora,Wukong,Galio,Kai'Sa,Rell,Sion,Pantheon,Annie,Yunara,Braum,19,Map 1 - Totals,Under Total Kills,under,26.5,kills,2d1d017e8433b83f35fd,won,1.83,0,0,25.0,28.18,25,0,1,HIGH
LCP,2025,2025-08-10 09:00:00,CTBC Flying Oyster vs Team Secret Whales,15.15,Blue,CTBC Flying Oyster,Team Secret Whales,Jax,Trundle,Ziggs,Jhin,Bard,Ambessa,Xin Zhao,Azir,Varus,Neeko,23,Map 2 - Totals,Under Total Kills,under,26.5,kills,2d1d017e8433b83f35fd,lost,1.83,0,0,31.0,28.95,31,0,2,HIGH
LCK,2025,2025-08-11 07:00:00,OKSavingsBank BRION Challengers vs Hanwha Life Esports Challengers,15.15,Blue,OKSavingsBank BRION Challengers,Hanwha Life Esports Challengers,Gwen,Trundle,Galio,Sivir,Poppy,Ambessa,Zed,Annie,Corki,Alistar,19,Map 1 - Totals,Under Total Kills,under,31.5,kills,236f92f5f5e81c19a595,won,1.83,0,0,26.0,30.1,26,0,1,HIGH
LCK,2025,2025-08-11 07:00:00,OKSavingsBank BRION Challengers vs Hanwha Life Esports Challengers,15.15,Blue,OKSavingsBank BRION Challengers,Hanwha Life Esports Challengers,Rumble,Vi,Yone,Kog'Maw,Lulu,Sion,Wukong,Ryze,Tristana,Rell,24,Map 2 - Totals,Under Total Kills,under,31.5,kills,236f92f5f5e81c19a595,lost,1.83,0,0,43.0,41.93,43,0,2,HIGH
CD,2025,2025-08-11 21:00:00,KaBuM! Ilha das Lendas vs Corinthians Esports,15.15,Blue,KaBuM! Ilha das Lendas,Corinthians Esports,Ambessa,Xin Zhao,Ryze,Yunara,Bard,Aatrox,Sejuani,Azir,Kai'Sa,Neeko,15,Map 1 - Totals,Under Total Kills,under,28.5,kills,2ca7a29a25b7cc3f96e6,won,1.83,0,0,21.0,32.93,21,0,1,HIGH
RL,2025,2025-08-12 12:00:00,Zero Tenacity vs Orbit Anonymo Esports,15.15,Blue,Zero Tenacity,Orbit Anonymo Esports,Jax,Wukong,Viktor,Corki,Bard,Fiora,Trundle,Taliyah,Ezreal,Rakan,18,Map 1 - Totals,Under Total Kills,under,34.5,kills,6466b33ed82b9e07c380,won,1.83,0,0,30.0,30.08,30,0,1,HIGH
RL,2025,2025-08-12 12:00:00,Zero Tenacity vs Orbit Anonymo Esports,15.15,Blue,Zero Tenacity,Orbit Anonymo Esports,Sion,Vi,Orianna,Lucian,Braum,Ambessa,Nocturne,Aurora,Ziggs,Rell,20,Map 2 - Totals,Under Total Kills,under,34.5,kills,6466b33ed82b9e07c380,won,1.83,0,0,27.0,27.58,27,0,2,HIGH
LVP SL,2025,2025-08-12 13:00:00,UCAM Esports vs Ramboot Club,15.15,Blue,UCAM Esports,Ramboot Club,Gwen,Xin Zhao,Ryze,Kai'Sa,Alistar,Ambessa,Wukong,Syndra,Ezreal,Bard,28,Map 1 - Totals,Under Total Kills,under,31.5,kills,119d65b350bca5931bba,lost,1.83,0,0,40.0,31.28,40,0,1,HIGH
LVP SL,2025,2025-08-12 13:00:00,UCAM Esports vs Ramboot Club,15.15,Blue,UCAM Esports,Ramboot Club,Rumble,Skarner,Taliyah,Yunara,Renata Glasc,Sion,Vi,Ahri,Corki,Rell,27,Map 2 - Totals,Under Total Kills,under,31.5,kills,119d65b350bca5931bba,lost,1.83,0,0,38.0,29.25,38,0,2,HIGH
ROL,2025,2025-08-12 14:00:00,ZennIT vs Senshi eSports,15.15,Blue,ZennIT,Senshi eSports,Yorick,Lee Sin,Ryze,Yunara,Neeko,Jax,Trundle,Annie,Caitlyn,Fiddlesticks,21,Map 1 - Totals,Under Total Kills,under,33.5,kills,394799be9873f103cebe,lost,1.83,0,0,35.0,37.0,35,1,1,HIGH
ROL,2025,2025-08-12 14:00:00,ZennIT vs Senshi eSports,15.15,Blue,ZennIT,Senshi eSports,Swain,Vi,Taliyah,Jhin,Alistar,Sion,Maokai,Ziggs,Corki,Renata Glasc,8,Map 2 - Totals,Under Total Kills,under,33.5,kills,394799be9873f103cebe,lost,1.83,0,0,34.0,30.02,34,1,2,HIGH
LPL,2025,2025-08-13 06:00:00,JD Gaming vs Top Esports,15.15,Blue,JD Gaming,Top Esports,Ornn,Pantheon,Aurora,Varus,Rakan,Rumble,Jarvan IV,Orianna,Jhin,Alistar,22,Map 1 - Totals,Under Total Kills,under,30.5,kills,75b6cefd8da30da12bfe,won,1.83,0,0,30.0,34.77,30,0,1,HIGH
LPL,2025,2025-08-13 06:00:00,JD Gaming vs Top Esports,15.15,Blue,JD Gaming,Top Esports,K'Sante,Xin Zhao,Azir,Lucian,Braum,Sion,Skarner,Taliyah,Sivir,Rell,14,Map 2 - Totals,Under Total Kills,under,30.5,kills,75b6cefd8da30da12bfe,lost,1.83,0,0,35.0,31.3,35,1,2,HIGH
NLC,2025,2025-08-13 13:00:00,Venomcrest Esports vs DMG Esports,15.15,Blue,Venomcrest Esports,DMG Esports,K'Sante,Gwen,Ryze,Yunara,Nautilus,Gragas,Wukong,Taliyah,Jinx,Braum,24,Map 1 - Totals,Under Total Kills,under,34.5,kills,5ca1451878fb3390915e,won,1.83,0,0,31.0,28.53,31,0,1,HIGH
NLC,2025,2025-08-13 13:00:00,Venomcrest Esports vs DMG Esports,15.15,Blue,Venomcrest Esports,DMG Esports,Sion,Viego,Aurora,Lucian,Rell,Ambessa,Vi,Galio,Corki,Nami,28,Map 2 - Totals,Under Total Kills,under,34.5,kills,5ca1451878fb3390915e,lost,1.83,0,0,41.0,32.82,41,0,2,HIGH
LPL,2025,2025-08-13 15:00:00,Keypulse Esports vs FlameHard,15.15,Blue,Keypulse Esports,FlameHard,Sion,Trundle,Orianna,Kai'Sa,Rakan,Gwen,Wukong,Akali,Ezreal,Karma,8,Map 1 - Totals,Over Total Kills,over,33.5,kills,28d7e83556de51153961,lost,1.83,0,0,29.0,34.57,29,1,1,HIGH
LPL,2025,2025-08-13 17:00:00,GTZ Esports vs Odivelas Sports Club,15.15,Blue,GTZ Esports,Odivelas Sports Club,K'Sante,Lillia,Hwei,Kai'Sa,Rell,Sion,Volibear,Viktor,Zeri,Alistar,5,Map 1 - Totals,Under Total Kills,under,35.5,kills,ad05d222bb67b76a6141,won,1.83,0,0,35.0,27.15,35,1,1,HIGH
LJL,2025,2025-08-14 06:00:00,QT DIG∞ vs Burning Core Toyama,15.15,Blue,QT DIG∞,Burning Core Toyama,Sion,Pantheon,Taliyah,Tristana,Nautilus,K'Sante,Vi,Aurora,Yunara,Alistar,31,Map 1 - Totals,Over Total Kills,over,33.5,kills,e6e873f34c8f4906f5a7,won,1.83,0,0,35.0,28.92,35,0,1,HIGH
LJL,2025,2025-08-14 06:00:00,QT DIG∞ vs Burning Core Toyama,15.15,Blue,QT DIG∞,Burning Core Toyama,Gwen,Nocturne,Orianna,Xayah,Rakan,Gragas,Xin Zhao,Viego,Ezreal,Hwei,3,Map 2 - Totals,Over Total Kills,over,33.5,kills,e6e873f34c8f4906f5a7,lost,1.83,0,0,30.0,28.08,30,1,2,HIGH
LPL,2025,2025-08-14 08:00:00,FunPlus Phoenix vs Team WE,15.15,Blue,FunPlus Phoenix,Team WE,Rumble,Sejuani,Yone,Zeri,Rell,Ornn,Trundle,Aurora,Corki,Alistar,20,Map 1 - Totals,Under Total Kills,under,30.5,kills,c398d661db63361dbc61,lost,1.83,0,0,31.0,29.3,31,0,1,HIGH
LPL,2025,2025-08-14 08:00:00,FunPlus Phoenix vs Team WE,15.15,Blue,FunPlus Phoenix,Team WE,Ambessa,Skarner,Taliyah,Jhin,Nautilus,Yorick,Pantheon,Annie,Kai'Sa,Neeko,17,Map 2 - Totals,Under Total Kills,under,30.5,kills,c398d661db63361dbc61,won,1.83,0,0,28.0,27.02,28,0,2,HIGH
PRM,2025,2025-08-14 13:00:00,Berlin International Gaming vs TeamOrangeGaming,15.15,Blue,Berlin International Gaming,TeamOrangeGaming,Rumble,Jarvan IV,Syndra,Kai'Sa,Alistar,Aurora,Trundle,Ekko,Yunara,Bard,22,Map 1 - Totals,Under Total Kills,under,33.5,kills,b267c69d8be225e97de2,won,1.83,0,0,33.0,29.33,33,0,1,HIGH
PRM,2025,2025-08-14 13:00:00,Berlin International Gaming vs TeamOrangeGaming,15.15,Blue,Berlin International Gaming,TeamOrangeGaming,Sion,Pantheon,Orianna,Xayah,Rell,Ambessa,Wukong,Annie,Sivir,Braum,9,Map 2 - Totals,Under Total Kills,under,33.5,kills,b267c69d8be225e97de2,lost,1.83,0,0,34.0,27.43,34,1,2,HIGH
ROL,2025,2025-08-14 14:00:00,Myth Esports vs mCon esports,15.15,Blue,Myth Esports,mCon esports,Renekton,Jarvan IV,Azir,Miss Fortune,Braum,Poppy,Pantheon,Taliyah,Jhin,Nautilus,9,Map 1 - Totals,Under Total Kills,under,34.5,kills,8768a30f7b83590da720,lost,1.83,0,0,41.0,28.85,41,1,1,HIGH
ROL,2025,2025-08-14 14:00:00,Myth Esports vs mCon esports,15.15,Blue,Myth Esports,mCon esports,Darius,Wukong,Orianna,Kog'Maw,Leona,Jax,Lee Sin,Galio,Hwei,Alistar,15,Map 2 - Totals,Under Total Kills,under,34.5,kills,8768a30f7b83590da720,lost,1.83,0,0,39.0,45.93,39,1,2,HIGH
LFL,2025,2025-08-14 16:00:00,GameWard vs Karmine Corp Blue,15.15,Blue,GameWard,Karmine Corp Blue,Ornn,Wukong,Akali,Aphelios,Lulu,Ambessa,Trundle,Orianna,Yunara,Blitzcrank,14,Map 1 - Totals,Under Total Kills,under,28.5,kills,05f199ddf05ba8996333,won,1.83,0,0,17.0,26.92,17,0,1,HIGH
LFL,2025,2025-08-14 16:00:00,GameWard vs Karmine Corp Blue,15.15,Blue,GameWard,Karmine Corp Blue,K'Sante,Pantheon,Aurora,Ezreal,Neeko,Yorick,Xin Zhao,Taliyah,Jhin,Rell,20,Map 2 - Totals,Under Total Kills,under,28.5,kills,05f199ddf05ba8996333,won,1.83,0,0,26.0,27.5,26,0,2,HIGH
EBL,2025,2025-08-14 16:00:00,Crvena zvezda Esports vs Lenovo Legion Honvéd,15.15,Blue,Crvena zvezda Esports,Lenovo Legion Honvéd,Gwen,Pantheon,Taliyah,Corki,Rakan,Jax,Trundle,Hwei,Yunara,Lulu,15,Map 1 - Totals,Over Total Kills,over,34.5,kills,6e7699c1280e35bc7f62,lost,1.83,0,0,26.0,28.25,26,0,1,HIGH
EBL,2025,2025-08-14 16:00:00,Crvena zvezda Esports vs Lenovo Legion Honvéd,15.15,Blue,Crvena zvezda Esports,Lenovo Legion Honvéd,Aatrox,Xin Zhao,Orianna,Sivir,Alistar,Sion,Wukong,Akali,Kog'Maw,Braum,8,Map 2 - Totals,Over Total Kills,over,34.5,kills,6e7699c1280e35bc7f62,lost,1.83,0,0,29.0,28.58,29,1,2,HIGH
LPL,2025,2025-08-14 17:00:00,Crusaders vs Hurricane of Feathers,15.15,Blue,Crusaders,Hurricane of Feathers,Aatrox,Trundle,Viktor,Yunara,Karma,Ornn,Lillia,Lissandra,Sivir,Lulu,9,Map 1 - Totals,Under Total Kills,under,34.5,kills,239cbd3ccd66aaf00802,won,1.83,0,0,29.0,28.9,29,1,1,HIGH
LPL,2025,2025-08-14 18:00:00,Team High Ground vs ZeroZone Gaming,15.15,Blue,Team High Ground,ZeroZone Gaming,Ornn,Wukong,Ryze,Yunara,Lulu,Yorick,Viego,Annie,Kog'Maw,Nautilus,9,Map 1 - Totals,Under Total Kills,under,33.5,kills,f978e2b900fee7e2ad30,won,1.83,0,0,23.0,37.42,23,0,1,HIGH
LCK,2025,2025-08-15 02:00:00,KT Rolster Challengers vs DRX Challengers,15.15,Blue,KT Rolster Challengers,DRX Challengers,Gwen,Vi,Annie,Lucian,Poppy,Ambessa,Wukong,Galio,Jhin,Bard,5,Map 1 - Totals,Under Total Kills,under,33.5,kills,e2166ca7f0e72c2ad08a,won,1.83,0,0,18.0,28.53,18,1,1,HIGH
LCK,2025,2025-08-15 02:00:00,KT Rolster Challengers vs DRX Challengers,15.15,Blue,KT Rolster Challengers,DRX Challengers,Jayce,Trundle,Ryze,Yunara,Nautilus,Yorick,Jarvan IV,Taliyah,Aphelios,Lulu,34,Map 2 - Totals,Under Total Kills,under,33.5,kills,e2166ca7f0e72c2ad08a,lost,1.83,0,0,61.0,43.28,61,0,2,HIGH
LCP,2025,2025-08-15 09:00:00,PSG Talon vs MGN Vikings Esports,15.16,Blue,PSG Talon,MGN Vikings Esports,Aatrox,Pantheon,Taliyah,Kai'Sa,Neeko,K'Sante,Jarvan IV,Azir,Senna,Nautilus,14,Map 1 - Totals,Under Total Kills,under,26.5,kills,b765c9c484a94b556d11,won,1.83,0,0,18.0,35.38,18,0,1,HIGH
TCL,2025,2025-08-15 12:30:00,Papara SuperMassive vs Bushido Wildcats,15.15,Blue,Papara SuperMassive,Bushido Wildcats,Aurora,Vi,Orianna,Jhin,Nautilus,Sion,Xin Zhao,Viktor,Corki,Rell,7,Map 1 - Totals,Under Total Kills,under,33.5,kills,a18d18c05c73dfc47724,won,1.83,0,0,26.0,35.1,26,1,1,HIGH
LFL,2025,2025-08-15 13:00:00,GameWard vs Joblife,15.15,Blue,GameWard,Joblife,Sion,Vi,Taliyah,Aphelios,Lulu,Cho'Gath,Xin Zhao,Viktor,Yunara,Nautilus,15,Map 1 - Totals,Under Total Kills,under,29.5,kills,ccf60a1258266f9e49ea,won,1.83,0,0,26.0,37.1,26,0,1,HIGH
